序号,站点KKS编码        ,标签点KKS编码      ,数据类型 ,工程单位         ,数据源地址       ,扫描周期         ,量程范围之下限   ,量程范围之上限   ,压缩偏移量    ,最大压缩时间,存储标识,描述信息                        
5369,SYSDC,SYS_Fir_6_stStgIISpyValA,bool,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-二减左电动门（调整门前）状态
5370,SYSDC,SYS_Fir_6_stStgIISpyValB,bool,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-二减右电动门（调整门前）状态
5371,SYSDC,SYS_Fir_6_stStgISpyValA,bool,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-一减左电动门（调整门前）状态
5372,SYSDC,SYS_Fir_6_stStgISpyValB,bool,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-一减右电动门（调整门前）状态
5373,SYSDC,SYS_Fir_6_stTDFPA,bool,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-A给水泵运行状态
5374,SYSDC,SYS_Fir_6_stTDFPAOtMotVal,bool,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-A给水泵出口电动门状态
5375,SYSDC,SYS_Fir_6_stTDFPB,bool,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-B给水泵运行状态
5376,SYSDC,SYS_Fir_6_stTDFPBOtMotVal,bool,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-B给水泵出口电动门状态
5377,SYSDC,SYS_Fir_6_svOA,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-A侧氧量
5378,SYSDC,SYS_Fir_6_svOB,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-B侧氧量
5379,SYSDC,SYS_Fir_6_t1stHPHOt,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-1号高加抽汽温度
5380,SYSDC,SYS_Fir_6_t1stLPHOt,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-5号低加抽汽温度
5381,SYSDC,SYS_Fir_6_t2ndHPHOt,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-2号高加抽汽温度
5382,SYSDC,SYS_Fir_6_t2ndLPHOt,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-6号低加抽汽温度
5383,SYSDC,SYS_Fir_6_t3rdHPHOt,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-3号高加抽汽温度
5384,SYSDC,SYS_Fir_6_t3rdLPHOt,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-7号低加抽汽温度
5385,SYSDC,SYS_Fir_6_tAirA,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-A侧冷空气温度
5386,SYSDC,SYS_Fir_6_tAirB,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-B侧冷空气温度
5387,SYSDC,SYS_Fir_6_tBear1stAbs,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-1#轴承温度
5388,SYSDC,SYS_Fir_6_tBear2ndAbs,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-2#轴承温度
5389,SYSDC,SYS_Fir_6_tBear3rdAbs,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-3#轴承温度
5390,SYSDC,SYS_Fir_6_tBear4thAbs,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-4#轴承温度
5391,SYSDC,SYS_Fir_6_tBear5thAbs,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-5#轴承温度
5392,SYSDC,SYS_Fir_6_tBear6thAbs,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-6#轴承温度
5393,SYSDC,SYS_Fir_6_tBear7thAbs,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-7#轴承温度
5394,SYSDC,SYS_Fir_6_tBear8thAbs,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-8#轴承温度
5395,SYSDC,SYS_Fir_6_tBear9thAbs,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-9#轴承温度
5396,SYSDC,SYS_Fir_6_tCirWIn,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-循环水入口温度
5397,SYSDC,SYS_Fir_6_tCirWOt,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-循环水出口温度
5398,SYSDC,SYS_Fir_6_tCndW,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-凝结水温度
5399,SYSDC,SYS_Fir_6_tDea,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-除氧器温度
5400,SYSDC,SYS_Fir_6_tExhStm,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-排汽温度
5401,SYSDC,SYS_Fir_6_tFDA,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-A侧热风温度
5402,SYSDC,SYS_Fir_6_tFDB,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-B侧热风温度
5403,SYSDC,SYS_Fir_6_tFW,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-给水温度
5404,SYSDC,SYS_Fir_6_tFlueGasA,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-A侧排烟温度
5405,SYSDC,SYS_Fir_6_tFlueGasB,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-B侧排烟温度
5406,SYSDC,SYS_Fir_6_tHRhtStm,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-机侧再热汽温度
5407,SYSDC,SYS_Fir_6_tLOil,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-润滑油温度
5408,SYSDC,SYS_Fir_6_tLOilIn,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-润滑油回油温度
5409,SYSDC,SYS_Fir_6_tMnStm,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-机测主汽温度
5410,SYSDC,SYS_Fir_6_tPAA,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-A侧热一次风温度
5411,SYSDC,SYS_Fir_6_tPAB,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-B侧热一次风温度
5412,SYSDC,SYS_Fir_6_vacmCnds,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-凝汽器真空
5413,SYSDC,SYS_Fir_6_wCndW,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-凝结水流量
5414,SYSDC,SYS_Fir_6_wFW,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-主给水流量
5415,SYSDC,SYS_Fir_6_wLelCnds,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-凝汽器水位
5416,SYSDC,SYS_Fir_6_wLelDea,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-除氧器水位
5417,SYSDC,SYS_Fir_6_wMnStm,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-#6机-主蒸汽流量
5418,SYSDC,SYS_Fir_AXLBJQ,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-氨区-1#氨泄漏报警器
5419,SYSDC,SYS_Fir_CSSSBCKPFLL,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-出水输泵出口排放流量
5420,SYSDC,SYS_Fir_CSSSBCKZD,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-出水输送泵出口浊度
5421,SYSDC,SYS_Fir_CSXPH,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-出水箱PH
5422,SYSDC,SYS_Fir_GYISMGYL,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-工艺水母管压力
5423,SYSDC,SYS_Fir_QAHCGYLA,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-氨区-氨气缓冲罐A压力
5424,SYSDC,SYS_Fir_QAHCGYLB,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-氨区-氨气缓冲罐B压力
5425,SYSDC,SYS_Fir_XACCQXLQTHLJC,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-氨区-卸氨区氨泄漏报警仪
5426,SYSDC,SYS_Fir_XSTCWQCXSYL,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-澄清、浓缩泥浆高度仪
5427,SYSDC,SYS_Fir_YABCKTJFFKXH,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-氨区-液氨泵出口调节阀反馈信号
5428,SYSDC,SYS_Fir_YAZFQXLQTHLJC,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-氨区-蒸发区氨泄漏报警仪
5429,SYSDC,SYS_Fir_ZQRKTJFFKXH,float,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山-氨区-蒸汽进口调节阀反馈信号
5430,SYSDC,SYS_Fir_stIntfFlag,bool,,SYSDC,1000.00,0.00,10000.00,0.01,1,1,双鸭山电厂通讯状态
5431,YJDC,YJ_Fir_1_#1QALLJLL,float,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-1号机A侧氨气流量
5432,YJDC,YJ_Fir_1_#1SCRXSFJKTJFKD,float,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-1号机A侧氨流量气动调节门位置反馈
5433,YJDC,YJ_Fir_1_#1ZFQYARKFKD,float,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-水解反应器#1蒸汽入口调阀反馈
5434,YJDC,YJ_Fir_1_#2QALLJLL,float,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-1号机B侧氨气流量
5435,YJDC,YJ_Fir_1_#2SCRXSFJKTJFKD,float,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-1号机B侧氨流量气动调节门位置反馈
5436,YJDC,YJ_Fir_1_#2ZFQYARKFKD,float,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-水解反应器#2蒸汽入口调阀反馈
5437,YJDC,YJ_Fir_1_ACSCRFYQCKYQLL,float,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-1号机A出口烟道折算标值准
5438,YJDC,YJ_Fir_1_ACSCRFYQCKYQLL(折算),float,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-1号机A出口烟道折算值
5439,YJDC,YJ_Fir_1_ACSCRFYQCKYQNH3HL,float,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-1号机A侧反应器出口NH3浓度
5440,YJDC,YJ_Fir_1_ACSCRFYQCKYQNOXHL,float,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-1号机A侧反应器出口NO浓度
5441,YJDC,YJ_Fir_1_ACSCRFYQCKYQO2HL,float,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-1号机A侧反应器出口O2浓度
5442,YJDC,YJ_Fir_1_ACSCRFYQCKYQWD1,float,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-1#机SCRA侧出口烟气温度
5443,YJDC,YJ_Fir_1_ACSCRFYQCKYQWD2,float,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-1#机SCRA侧出口烟气温度
5444,YJDC,YJ_Fir_1_ACSCRFYQCKYQYL,float,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-1号机A侧反应器出口压力
5445,YJDC,YJ_Fir_1_ACSCRFYQJAQYATYND,float,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-1号机A侧氨气泄露检测
5446,YJDC,YJ_Fir_1_ACSCRFYQRKO2HL,float,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-1号机A侧反应器入口O2浓度
5447,YJDC,YJ_Fir_1_ACSCRFYQRKYQLL,float,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-1号机A侧入口烟气流量
5448,YJDC,YJ_Fir_1_ACSCRFYQRKYQNOXHL,float,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-1号机A侧反应器入口NO浓度
5449,YJDC,YJ_Fir_1_ACSCRFYQRKYQWD1,float,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-1号机A侧入口原烟气温度1
5450,YJDC,YJ_Fir_1_ACSCRFYQRKYQWD2,float,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-1号机A侧入口原烟气温度2
5451,YJDC,YJ_Fir_1_ACSCRFYQRKYQWD3,float,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-1号机A侧入口原烟气温度3
5452,YJDC,YJ_Fir_1_ACSCRFYQRKYQWD4,float,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-1号机A侧入口原烟气温度4
5453,YJDC,YJ_Fir_1_ACSCRFYQRKYQYL,float,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-1号机A侧反应器入口压力
5454,YJDC,YJ_Fir_1_ACTLXL,float,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-1号机SCR反应器脱硝效率A
5455,YJDC,YJ_Fir_1_BCSCRFYQCKYQLL,float,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-1号机B出口烟道折算标值准
5456,YJDC,YJ_Fir_1_BCSCRFYQCKYQLL(折算),float,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-1号机B出口烟道折算值
5457,YJDC,YJ_Fir_1_BCSCRFYQCKYQNH3HL,float,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-1号机B侧反应器出口NH3浓度
5458,YJDC,YJ_Fir_1_BCSCRFYQCKYQNOXHL,float,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-1号机B侧反应器出口NO浓度
5459,YJDC,YJ_Fir_1_BCSCRFYQCKYQO2HL,float,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-1号机B侧反应器出口O2浓度
5460,YJDC,YJ_Fir_1_BCSCRFYQCKYQWD1,float,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-1#机SCRB侧出口烟气温度
5461,YJDC,YJ_Fir_1_BCSCRFYQCKYQWD2,float,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-1#机SCRB侧出口烟气温度
5462,YJDC,YJ_Fir_1_BCSCRFYQCKYQYL,float,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-1号机B侧反应器出口压力
5463,YJDC,YJ_Fir_1_BCSCRFYQJAQYATYND,float,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-1号机B侧氨气泄露检测
5464,YJDC,YJ_Fir_1_BCSCRFYQRKO2HL,float,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-1号机B侧反应器入口O2浓度
5465,YJDC,YJ_Fir_1_BCSCRFYQRKYQLL,float,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-1号机B侧入口烟气流量
5466,YJDC,YJ_Fir_1_BCSCRFYQRKYQNOXHL,float,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-1号机B侧反应器入口NO浓度
5467,YJDC,YJ_Fir_1_BCSCRFYQRKYQWD1,float,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-1号机B侧入口原烟气温度1
5468,YJDC,YJ_Fir_1_BCSCRFYQRKYQWD2,float,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-1号机B侧入口原烟气温度2
5469,YJDC,YJ_Fir_1_BCSCRFYQRKYQWD3,float,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-1号机B侧入口原烟气温度3
5470,YJDC,YJ_Fir_1_BCSCRFYQRKYQWD4,float,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-1号机B侧入口原烟气温度4
5471,YJDC,YJ_Fir_1_BCSCRFYQRKYQYL,float,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-1号机B侧反应器入口压力
5472,YJDC,YJ_Fir_1_BCTLXL,float,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-1号机SCR反应器脱硝效率B
5473,YJDC,YJ_Fir_1_CQNSJGDY,float,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-1#机澄清、浓缩泥浆高度仪
5474,YJDC,YJ_Fir_1_CSSSBCKPFLL,float,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-1#机出水输泵出口排放流量
5475,YJDC,YJ_Fir_1_CSSSBCKZD,float,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-1#机出水输送泵出口浊度
5476,YJDC,YJ_Fir_1_CSXPH,float,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-1#机出水箱PH
5477,YJDC,YJ_Fir_1_FDJDLA,float,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-1#机发电机A相电流
5478,YJDC,YJ_Fir_1_FDJDLB,float,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-1#机发电机B相电流
5479,YJDC,YJ_Fir_1_FDJDLC,float,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-1#机发电机C相电流
5480,YJDC,YJ_Fir_1_GCBGYCDLB,float,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-1#机高厂变高压侧B相电流
5481,YJDC,YJ_Fir_1_GLACYFJFL,float,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-1号机SCR A侧热一次风风量
5482,YJDC,YJ_Fir_1_GLBCYFJFL,float,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-1号机SCR B侧热一次风风量
5483,YJDC,YJ_Fir_1_GLZFL,float,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-1号机总风量
5484,YJDC,YJ_Fir_1_GYISMGYL,float,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-1#机工艺水母管压力
5485,YJDC,YJ_Fir_1_SCRCHQKQYL,float,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-1号机蒸汽吹灰汽源入口压力
5486,YJDC,YJ_Fir_1_SJQNSCKYL1,float,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-水解反应器#1出口气相压力
5487,YJDC,YJ_Fir_1_SJQNSCKYL2,float,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-水解反应器#2出口气相压力
5488,YJDC,YJ_Fir_1_SJQNSNQND1,float,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-水解反应器#1氨气浓度1
5489,YJDC,YJ_Fir_1_SJQNSNQND11,float,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-水解反应器#2氨气浓度1
5490,YJDC,YJ_Fir_1_SJQNSNQND2,float,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-水解反应器#1氨气浓度2
5491,YJDC,YJ_Fir_1_SJQNSNQND21,float,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-水解反应器#2氨气浓度2
5492,YJDC,YJ_Fir_1_SJQNSRKTJFKD1,float,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-水解反应器#1入口尿素溶液调阀反馈
5493,YJDC,YJ_Fir_1_SJQNSRKTJFKD2,float,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-水解反应器#2入口尿素溶液调阀反馈
5494,YJDC,YJ_Fir_1_SJQNSRYSSGDYL1,float,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-水解反应器#1入口液相压力1
5495,YJDC,YJ_Fir_1_SJQNSRYSSGDYL11,float,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-水解反应器#2入口液相压力1
5496,YJDC,YJ_Fir_1_SJQNSRYSSGDYL2,float,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-水解反应器#1入口液相压力2
5497,YJDC,YJ_Fir_1_SJQNSRYSSGDYL21,float,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-水解反应器#2入口液相压力2
5498,YJDC,YJ_Fir_1_SJQNSRYSSGDYW1,float,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-尿素储存罐#1液位
5499,YJDC,YJ_Fir_1_SJQNSRYSSGDYW2,float,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-尿素储存罐#2液位
5500,YJDC,YJ_Fir_1_TLBADMXDY,float,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-1#机脱硫保安段母线电压
5501,YJDC,YJ_Fir_1_TLCKFCND,float,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-1#机脱硫出口粉尘浓度
5502,YJDC,YJ_Fir_1_TLCKNOXND,float,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-1#机脱硫出口NOX浓度
5503,YJDC,YJ_Fir_1_TLCKO2ND,float,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-1#机脱硫出口O2浓度
5504,YJDC,YJ_Fir_1_TLCKSO2ND,float,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-1#机脱硫出口SO2浓度
5505,YJDC,YJ_Fir_1_TLCKYQLL,float,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-1#机脱硫出口烟气流量
5506,YJDC,YJ_Fir_1_TLCKYQWD,float,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-1#机脱硫出口烟气温度
5507,YJDC,YJ_Fir_1_TLCKYQYL,float,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-1#机脱硫出口烟气压力
5508,YJDC,YJ_Fir_1_TLCKYQYL(CEMS),float,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-1#机脱硫出口烟气压力（CEMS）
5509,YJDC,YJ_Fir_1_TLGDDYJXDL,float,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-1#机脱硫6kV(10kV)各段电源进线电流
5510,YJDC,YJ_Fir_1_TLGDDYJXDL1,float,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-1#机脱硫6kV(10kV)各段电源进线电流
5511,YJDC,YJ_Fir_1_TLJJYGJLL,float,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-1#机脱硫剂浆液供浆流量
5512,YJDC,YJ_Fir_1_TLJJYGJMD,float,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-1#机脱硫剂浆液供浆密度
5513,YJDC,YJ_Fir_1_TLJJYGJTJFKD,float,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-1#机脱硫剂浆液供浆调节阀开度
5514,YJDC,YJ_Fir_1_TLRKFCND,float,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-1#机脱硫入口烟气粉尘浓度
5515,YJDC,YJ_Fir_1_TLRKYQLL,float,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-1#机脱硫入口烟气流量
5516,YJDC,YJ_Fir_1_TLRKYQO2ND,float,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-1#机脱硫入口烟气O2浓度
5517,YJDC,YJ_Fir_1_TLRKYQSO2ND,float,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-1#机脱硫入口烟气SO2浓度
5518,YJDC,YJ_Fir_1_TLRKYQWD1,float,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-1#机脱硫入口烟气温度1
5519,YJDC,YJ_Fir_1_TLRKYQWD2,float,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-1#机脱硫入口烟气温度2
5520,YJDC,YJ_Fir_1_TLRKYQWD3,float,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-1#机脱硫入口烟气温度3
5521,YJDC,YJ_Fir_1_TLRKYQYL1,float,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-1#机脱硫入口烟气压力1
5522,YJDC,YJ_Fir_1_TLRKYQYL2,float,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-1#机脱硫入口烟气压力2
5523,YJDC,YJ_Fir_1_TLRKYQYL3,float,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-1#机脱硫入口烟气压力3
5524,YJDC,YJ_Fir_1_TLXL,float,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-1#机脱硫效率
5525,YJDC,YJ_Fir_1_TLZLXTMXDY,float,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-1#机脱硫直流系统母线电压
5526,YJDC,YJ_Fir_1_XSTCWQCXSYL,float,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-1#机吸收塔除雾器冲洗水压力
5527,YJDC,YJ_Fir_1_XSTCWQCY,float,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-1#机吸收塔除雾器差压
5528,YJDC,YJ_Fir_1_XSTMD,float,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-1#机吸收塔密度
5529,YJDC,YJ_Fir_1_XSTPHZ,float,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-1#机吸收塔pH值
5530,YJDC,YJ_Fir_1_XSTXHJYYXDL1,float,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-1#机吸收塔循环浆液泵电流1
5531,YJDC,YJ_Fir_1_XSTXHJYYXDL2,float,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-1#机吸收塔循环浆液泵电流2
5532,YJDC,YJ_Fir_1_XSTXHJYYXDL3,float,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-1#机吸收塔循环浆液泵电流3
5533,YJDC,YJ_Fir_1_XSTXHJYYXZT1,bool,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-1#机吸收塔循环浆液运行状态
5534,YJDC,YJ_Fir_1_XSTXHJYYXZT2,bool,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-1#机吸收塔循环浆液运行状态
5535,YJDC,YJ_Fir_1_XSTXHJYYXZT3,bool,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-1#机吸收塔循环浆液运行状态
5536,YJDC,YJ_Fir_1_XSTYW1,float,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-1#机吸收塔液位1
5537,YJDC,YJ_Fir_1_XSTYW2,float,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-1#机吸收塔液位2
5538,YJDC,YJ_Fir_1_XSTYW3,float,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-1#机吸收塔液位3
5539,YJDC,YJ_Fir_1_ZYFJYX,float,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-1号机脱硝增压风机运行状态
5540,YJDC,YJ_Fir_1_dsplBear1stHorRltv,float,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-#1机1#瓦相对振动（水平）
5541,YJDC,YJ_Fir_1_dsplBear1stVerRltv,float,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-#1机1#瓦相对振动（垂直）
5542,YJDC,YJ_Fir_1_dsplBear2ndHorRltv,float,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-#1机2#瓦相对振动（水平）
5543,YJDC,YJ_Fir_1_dsplBear2ndVerRltv,float,,YJDC,1000.00,0.00,10000.00,0.01,1,1,延吉-#1机2#瓦相对振动（垂直）
